id,user_id,book_id,quantity,unit_price,timestamp_raw,shipping,unit_price_clean,unit_price_usd,paid_price,timestamp_parsed,date,year,month,day,cluster_id,authors,author_set
69129,44820,18933,1,40.00 USD,"12:18:07,05/17/24",,40.0,40.0,40.0,2024-05-17 12:18:07.000,2024-05-17,2024,5,17,44820,[],()
69460,46705,19544,4,40 $,"07:22, 04/25/24",NULL,40.0,40.0,160.0,2024-04-25 07:22:00.000,2024-04-25,2024,4,25,46705,[],()
67187,47497,19429,1,USD 69.,2025-01-20 21:14,,69.0,69.0,69.0,2025-01-20 21:14:00.000,2025-01-20,2025,1,20,47497,[],()
64981,46213,19450,1,EUR 31.99,"19:46, 10/03/24",,38.388,38.388,38.39,2024-10-03 19:46:00.000,2024-10-03,2024,10,3,46213,[],()
68626,44898,18911,1,USD65.50,12:23:47 A.M.;23-September-2024,,65.5,65.5,65.5,2024-09-23 00:23:47.000,2024-09-23,2024,9,23,44898,[],()
71724,45512,18966,2,55.50 $,11/01/24 01:56:57 pm,,55.5,55.5,111.0,2024-11-01 13:56:57.000,2024-11-01,2024,11,1,45512,[],()
65678,46448,19495,1,30.25USD," 3-OCT-2024, 03:34",,30.25,30.25,30.25,2024-10-03 03:34:00.000,2024-10-03,2024,10,3,46448,[],()
73631,46411,19325,1,€32¢00,2024-08-09T16:02:42.627,"72116 Guy Inlet, West Dionton, WA 64694",3840.0,3840.0,3840.0,2024-08-09 16:02:42.627,2024-08-09,2024,8,9,46411,[],()
66496,46161,19565,1,$67.5,2024-09-08T22:25:43.253,"Apt. 906 66777 Doyle Islands, Donettatown, MD 67566",67.5,67.5,67.5,2024-09-08 22:25:43.253,2024-09-08,2024,9,8,46711,[],()
71989,45265,19314,3,31.99 USD,05:41:37 05/11/24,"939 Colby Square, Boganbury, AL 07963",31.99,31.99,95.97,2024-05-11 05:41:37.000,2024-05-11,2024,5,11,45265,[],()
71813,47305,19584,1,$43.,2024-08-08T07:18:18.046,"Suite 719 168 Bayer Land, Lake Jaimie, CO 89572-5698",43.0,43.0,43.0,2024-08-08 07:18:18.046,2024-08-08,2024,8,8,47305,[],()
64706,45141,19127,1,58.00USD,"20:43:05, 03/18/25",NULL,58.0,58.0,58.0,2025-03-18 20:43:05.000,2025-03-18,2025,3,18,45141,[],()
64702,46531,18880,1,EUR70.,09:16:50 AM 24-December-2024,"Apt. 264 3599 Balistreri Turnpike, West Luigistad, MT 75332",84.0,84.0,84.0,2024-12-24 09:16:50.000,2024-12-24,2024,12,24,46531,[],()
64069,46100,19296,1,27.75 €,06:51:44 P.M.;2025-04-02,,33.3,33.3,33.3,2025-04-02 18:51:44.000,2025-04-02,2025,4,2,46100,[],()
71292,44947,19474,1,33.00USD, 2-Aug-2024;18:44:05,NULL,33.0,33.0,33.0,2024-08-02 18:44:05.000,2024-08-02,2024,8,2,44947,[],()
63887,47049,19056,1,25.25 $,02:59:55 am 04/06/25,NULL,25.25,25.25,25.25,2025-04-06 02:59:55.000,2025-04-06,2025,4,6,47049,[],()
63957,45745,19026,1,20.99USD,11/11/24 10:55:32 PM,NULL,20.99,20.99,20.99,2024-11-11 22:55:32.000,2024-11-11,2024,11,11,45745,[],()
72487,45195,18949,1,32.75€,"01/26/25, 03:09:51",NULL,39.3,39.3,39.3,2025-01-26 03:09:51.000,2025-01-26,2025,1,26,45195,[],()
68824,46313,19138,2,USD 29.50,"10-Jul-2024,07:22:34 P.M.",,29.5,29.5,59.0,2024-07-10 19:22:34.000,2024-07-10,2024,7,10,46313,[],()
69385,45952,19052,2,EUR71.99,2024-12-07T17:37:37.240,"418 Tempie Mills, Rowemouth, WA 72824-4137",86.38799999999999,86.38799999999999,172.78,2024-12-07 17:37:37.240,2024-12-07,2024,12,7,45952,[],()
72317,45007,19180,1,$42.,03:49:29 PM;2024-09-03,NULL,42.0,42.0,42.0,2024-09-03 15:49:29.000,2024-09-03,2024,9,3,45007,[],()
63225,45415,19344,1,$27.75,21:35:15 2025-07-28,NULL,27.75,27.75,27.75,2025-07-28 21:35:15.000,2025-07-28,2025,7,28,45415,[],()
68712,45241,19480,1,$74.00,"23:03,2025-01-15",,74.0,74.0,74.0,2025-01-15 23:03:00.000,2025-01-15,2025,1,15,46821,[],()
73890,45747,19445,1,EUR 62.50,00:34; 8-FEB-2025,,75.0,75.0,75.0,2025-02-08 00:34:00.000,2025-02-08,2025,2,8,45747,[],()
68918,46647,19046,2,23.00 €,"2025-01-06,15:01",NULL,27.599999999999998,27.599999999999998,55.2,2025-01-06 15:01:00.000,2025-01-06,2025,1,6,46647,[],()
71959,46402,19041,1,USD16.25,"09/09/24, 19:32:30",,16.25,16.25,16.25,2024-09-09 19:32:30.000,2024-09-09,2024,9,9,46402,[],()
65704,45546,19403,1,$54¢25,2025-05-19T19:56:20,,5425.0,5425.0,5425.0,2025-05-19 19:56:20.000,2025-05-19,2025,5,19,45546,[],()
70138,46958,19111,4,EUR 26.75,2024-09-13T17:28:31.138,NULL,32.1,32.1,128.4,2024-09-13 17:28:31.138,2024-09-13,2024,9,13,46958,[],()
72306,45040,19456,1,$ 31.0,"2024-08-28,16:50:42","Apt. 928 289 Oleta Course, Jannietown, AR 98094-3397",31.0,31.0,31.0,2024-08-28 16:50:42.000,2024-08-28,2024,8,28,45040,[],()
64092,44593,19415,4,$ 13.00, 6-Aug-2024 11:49,,13.0,13.0,52.0,2024-08-06 11:49:00.000,2024-08-06,2024,8,6,44593,[],()
67909,44600,19361,5,36.99EUR,"07/31/24, 15:31:21",,44.388,44.388,221.94,2024-07-31 15:31:21.000,2024-07-31,2024,7,31,44600,[],()
64994,47232,19124,2,56.99€,00:44 2024-05-22,NULL,68.388,68.388,136.78,2024-05-22 00:44:00.000,2024-05-22,2024,5,22,47232,[],()
71762,44367,19490,2,$ 51.25,09/08/24;08:44:41 A.M.,,51.25,51.25,102.5,2024-09-08 08:44:41.000,2024-09-08,2024,9,8,44367,[],()
73787,46946,19449,1,$49.00,"2024-10-31,23:39:16",,49.0,49.0,49.0,2024-10-31 23:39:16.000,2024-10-31,2024,10,31,46946,[],()
71212,45052,18968,4,USD66,"10:05:25 AM,  5-AUG-2024",,66.0,66.0,264.0,2024-08-05 10:05:25.000,2024-08-05,2024,8,5,45052,[],()
67853,45503,19262,5,67.75 EUR,18:33 28-Aug-2024,,81.3,81.3,406.5,2024-08-28 18:33:00.000,2024-08-28,2024,8,28,45503,[],()
73029,46314,18923,2,26.75USD,03/30/25;12:25:53,"Suite 277 5242 Blick Glens, New Breanaton, HI 59699-1995",26.75,26.75,53.5,2025-03-30 12:25:53.000,2025-03-30,2025,3,30,46314,[],()
66475,46631,19275,2,53.75 €,2024-05-23T14:20:41,,64.5,64.5,129.0,2024-05-23 14:20:41.000,2024-05-23,2024,5,23,46631,[],()
63058,44643,19061,1,$58.50,16:36;2024-12-03,"3570 Kulas Track, New Carie, WA 37270-0647",58.5,58.5,58.5,2024-12-03 16:36:00.000,2024-12-03,2024,12,3,44643,[],()
71145,45381,19126,1,EUR 26.25,2024-11-09T09:22:28.569,NULL,31.5,31.5,31.5,2024-11-09 09:22:28.569,2024-11-09,2024,11,9,45381,[],()
67549,44642,18874,1,54.USD,"01:51:01 A.M.,09/03/24",,54.0,54.0,54.0,2024-09-03 01:51:01.000,2024-09-03,2024,9,3,44642,[],()
70982,46397,19175,2,USD42.50,"11/02/24, 17:52:38",NULL,42.5,42.5,85.0,2024-11-02 17:52:38.000,2024-11-02,2024,11,2,46397,[],()
69688,46686,19585,1,USD 67.50,2025-01-14T18:43:22,NULL,67.5,67.5,67.5,2025-01-14 18:43:22.000,2025-01-14,2025,1,14,46686,[],()
67093,46519,19188,2,$ 44.00,2024-08-06;07:17:52,,44.0,44.0,88.0,2024-08-06 07:17:52.000,2024-08-06,2024,8,6,46519,[],()
66816,46704,18993,1,65.99$,"18-December-2024, 11:23:08",NULL,65.99,65.99,65.99,2024-12-18 11:23:08.000,2024-12-18,2024,12,18,45219,[],()
72327,45131,19408,2,$22¢75,13-November-2024;22:48,"7640 Reichel Island, Swaniawskichester, VA 38440-8395",2275.0,2275.0,4550.0,2024-11-13 22:48:00.000,2024-11-13,2024,11,13,45131,[],()
73206,44765,19211,1,44.25 €,18:28 2025-04-26,"9556 Wilber Lights, North Jerrodhaven, MN 46135-2278",53.1,53.1,53.1,2025-04-26 18:28:00.000,2025-04-26,2025,4,26,44765,[],()
71747,47604,19373,1,€51¢50,2025-02-10T02:39:59,"Apt. 490 3379 Griselda Plains, Lake Lenstad, SD 14094-0246",6180.0,6180.0,6180.0,2025-02-10 02:39:59.000,2025-02-10,2025,2,10,47604,[],()
70937,47539,19339,1,€43¢00,2024-07-03T22:34:56.461,"Suite 242 7639 Dania Cape, Michalebury, RI 33128",5160.0,5160.0,5160.0,2024-07-03 22:34:56.461,2024-07-03,2024,7,3,47539,[],()
70434,46608,19558,1,€33¢99,2024-08-08T15:46:33.401,,4078.7999999999997,4078.7999999999997,4078.8,2024-08-08 15:46:33.401,2024-08-08,2024,8,8,46608,[],()
73791,46548,18992,1,68.5 EUR,"04/15/25,13:12:56",,82.2,82.2,82.2,2025-04-15 13:12:56.000,2025-04-15,2025,4,15,46548,[],()
66576,45440,19461,3,69.25$,"01:39:35 am,31-March-2025",NULL,69.25,69.25,207.75,2025-03-31 01:39:35.000,2025-03-31,2025,3,31,45440,[],()
72939,45726,19557,1,55.99 USD,"2024-12-09,21:27",,55.99,55.99,55.99,2024-12-09 21:27:00.000,2024-12-09,2024,12,9,45726,[],()
69785,44614,19188,1,$43.0,04:17:28 am 01/18/25,"Suite 175 882 Collette Summit, North Averyburgh, PA 38143-4918",43.0,43.0,43.0,2025-01-18 04:17:28.000,2025-01-18,2025,1,18,44614,[],()
68121,46884,19105,1,34.75 $,"2024-12-17, 16:18",,34.75,34.75,34.75,2024-12-17 16:18:00.000,2024-12-17,2024,12,17,46884,[],()
69933,46026,19502,3,USD35.0,"10:30:26, 1-Nov-2024",,35.0,35.0,105.0,2024-11-01 10:30:26.000,2024-11-01,2024,11,1,46026,[],()
73060,47063,19220,1,60.0 $,"13:20:16, 2025-02-18",,60.0,60.0,60.0,2025-02-18 13:20:16.000,2025-02-18,2025,2,18,47063,[],()
71636,47564,18875,2,€45¢75," 6-OCT-2024, 02:41:16 am","47931 Botsford Meadow, West Nan, GA 47842-9623",5490.0,5490.0,10980.0,2024-10-06 02:41:16.000,2024-10-06,2024,10,6,47564,[],()
67096,44895,19553,1,$ 46.00,"06/20/24,06:48:24 A.M.","86663 Kyle Extensions, Paucekmouth, IN 36524",46.0,46.0,46.0,2024-06-20 06:48:24.000,2024-06-20,2024,6,20,44895,[],()
63683,45800,19069,1,USD 41.5,11/24/24;08:18:57 A.M.,"Apt. 234 157 Candyce Dam, North Deidra, CA 96389-7424",41.5,41.5,41.5,2024-11-24 08:18:57.000,2024-11-24,2024,11,24,45800,[],()
68810,45797,19286,2,USD21.99,"2025-03-27, 17:26","4588 Mohr Brook, Schroederton, ME 92095-0124",21.99,21.99,43.98,2025-03-27 17:26:00.000,2025-03-27,2025,3,27,45932,[],()
70293,44786,18921,2,USD 46.00,"30-May-2025,17:23",NULL,46.0,46.0,92.0,2025-05-30 17:23:00.000,2025-05-30,2025,5,30,44786,[],()
64273,46662,19377,1,50.25€,10:45;2025-05-23,NULL,60.3,60.3,60.3,2025-05-23 10:45:00.000,2025-05-23,2025,5,23,46662,[],()
63762,45324,19179,1,USD55.00,"12:06:01 A.M., 23-APR-2025",NULL,55.0,55.0,55.0,2025-04-23 00:06:01.000,2025-04-23,2025,4,23,45324,[],()
71692,45794,18983,2,EUR 36.00,2024-08-03T20:04:37.717,,43.199999999999996,43.199999999999996,86.4,2024-08-03 20:04:37.717,2024-08-03,2024,8,3,45794,[],()
73838,44473,19174,1,EUR29.50,"2024-11-22, 10:35:55","Suite 976 87479 Torp Mountains, North Roycebury, WV 77879-1670",35.4,35.4,35.4,2024-11-22 10:35:55.000,2024-11-22,2024,11,22,44473,[],()
71146,46332,19544,3,39.50€,2024-10-24T11:23:05,"Apt. 840 3260 Machelle Canyon, East Ernestfort, MT 18852-8508",47.4,47.4,142.2,2024-10-24 11:23:05.000,2024-10-24,2024,10,24,46332,[],()
62747,46959,19309,1,€70.5," 6-SEP-2024,11:26","Apt. 417 8075 Enriqueta Pines, Lucinaberg, MD 96464-3899",84.6,84.6,84.6,2024-09-06 11:26:00.000,2024-09-06,2024,9,6,46959,[],()
68448,47358,19020,1,USD 19.0,"19-September-2024, 05:25:16",,19.0,19.0,19.0,2024-09-19 05:25:16.000,2024-09-19,2024,9,19,47358,[],()
67051,44340,19514,1,USD16.0,"07:43:26, 2025-02-22",NULL,16.0,16.0,16.0,2025-02-22 07:43:26.000,2025-02-22,2025,2,22,44340,[],()
64443,45263,18999,1,51. USD,"11/09/24,19:31:34",,51.0,51.0,51.0,2024-11-09 19:31:34.000,2024-11-09,2024,11,9,45263,[],()
72788,46138,19393,1,23.0 USD,26.11.2024 14:33:33,,23.0,23.0,23.0,2024-11-26 14:33:33.000,2024-11-26,2024,11,26,46138,[],()
66571,44870,19407,1,21.5USD,"08/11/24,07:43:17 pm",,21.5,21.5,21.5,2024-08-11 19:43:17.000,2024-08-11,2024,8,11,44870,[],()
63638,46383,19435,1,70.00USD,08:56:23 am  5-November-2024,,70.0,70.0,70.0,2024-11-05 08:56:23.000,2024-11-05,2024,11,5,46383,[],()
72451,47170,19156,1,38.99$,"12/14/24, 08:36:12 AM",,38.99,38.99,38.99,2024-12-14 08:36:12.000,2024-12-14,2024,12,14,47170,[],()
69856,44343,19102,1,EUR61.25,"20-Mar-2025,23:17:51",NULL,73.5,73.5,73.5,2025-03-20 23:17:51.000,2025-03-20,2025,3,20,44343,[],()
73571,44563,19495,1,$30¢00,08:15:41 09/18/24,NULL,3000.0,3000.0,3000.0,2024-09-18 08:15:41.000,2024-09-18,2024,9,18,44563,[],()
70565,45575,18990,2,USD48.00,2024-12-26T13:51:04.650,,48.0,48.0,96.0,2024-12-26 13:51:04.650,2024-12-26,2024,12,26,45575,[],()
66726,44346,19005,1,39.25 USD,24.09.2024 21:31:31,,39.25,39.25,39.25,2024-09-24 21:31:31.000,2024-09-24,2024,9,24,44346,[],()
63079,45617,19210,1,$38,"16:51,22-June-2024",NULL,38.0,38.0,38.0,2024-06-22 16:51:00.000,2024-06-22,2024,6,22,45617,[],()
68403,44533,19474,2,32.99$,2024-08-13T23:12:25.714,"Apt. 300 8604 Ashlyn Wells, Effertzstad, ID 02997",32.99,32.99,65.98,2024-08-13 23:12:25.714,2024-08-13,2024,8,13,44533,[],()
67247,47452,19383,1,62.75 USD,"03/12/25,10:08:23 pm",NULL,62.75,62.75,62.75,2025-03-12 22:08:23.000,2025-03-12,2025,3,12,46216,[],()
69471,46982,19192,1,61.USD,06/15/24;18:37,,61.0,61.0,61.0,2024-06-15 18:37:00.000,2024-06-15,2024,6,15,46982,[],()
65450,47123,19336,5,48.50USD,2025-02-06;17:00,,48.5,48.5,242.5,2025-02-06 17:00:00.000,2025-02-06,2025,2,6,47123,[],()
69839,44847,18942,1,25.50$,Mon Oct 21 11:52:31 2024,,25.5,25.5,25.5,2024-10-21 11:52:31.000,2024-10-21,2024,10,21,44847,[],()
73299,45152,19448,2,USD55.0,"25-Oct-2024,11:43:40 P.M.",,55.0,55.0,110.0,2024-10-25 23:43:40.000,2024-10-25,2024,10,25,45152,[],()
68273,45665,19506,2,60USD,"06:20, 02/06/25","97329 O'Conner Vista, North Sanjuana, ID 59014-1661",60.0,60.0,120.0,2025-02-06 06:20:00.000,2025-02-06,2025,2,6,46459,[],()
73968,45506,19173,1,63.5EUR,"14:37,2025-02-17","657 Jenny Squares, Rolandton, AR 78477",76.2,76.2,76.2,2025-02-17 14:37:00.000,2025-02-17,2025,2,17,45506,[],()
68693,44663,19143,1,$27.5,"09:35, 09/16/24",NULL,27.5,27.5,27.5,2024-09-16 09:35:00.000,2024-09-16,2024,9,16,44663,[],()
63129,47428,19577,1,USD70.50,01/29/25;17:37,,70.5,70.5,70.5,2025-01-29 17:37:00.000,2025-01-29,2025,1,29,47428,[],()
72876,46100,19112,3,EUR16.5,05.01.2025 14:40:40,,19.8,19.8,59.4,2025-05-01 14:40:40.000,2025-05-01,2025,5,1,46100,[],()
66154,45312,19361,1,EUR 37,2024-07-18T02:33:32,,44.4,44.4,44.4,2024-07-18 02:33:32.000,2024-07-18,2024,7,18,45312,[],()
73023,44549,19153,4,$ 57.99,"10-May-2025,06:27:08 pm",NULL,57.99,57.99,231.96,2025-05-10 18:27:08.000,2025-05-10,2025,5,10,44549,[],()
69494,45664,19126,2,30.50EUR,2025-02-07T19:28:18.677,,36.6,36.6,73.2,2025-02-07 19:28:18.677,2025-02-07,2025,2,7,45664,[],()
68222,45222,19512,1,45.5 €,23-Aug-2024 00:50,,54.6,54.6,54.6,2024-08-23 00:50:00.000,2024-08-23,2024,8,23,45222,[],()
71380,46657,19510,1,17.00$,21:10:24 04/14/25,,17.0,17.0,17.0,2025-04-14 21:10:24.000,2025-04-14,2025,4,14,46657,[],()
66638,45958,19323,1,$ 43.5,08/21/24;08:45:14 P.M.,"Suite 952 502 Homer Track, Carlenebury, IA 75313",43.5,43.5,43.5,2024-08-21 20:45:14.000,2024-08-21,2024,8,21,45958,[],()
68844,46678,19215,1,USD20.99,09/30/24 10:16:28 pm,"Suite 372 2685 Casper Trail, Port Bettina, OR 68920",20.99,20.99,20.99,2024-09-30 22:16:28.000,2024-09-30,2024,9,30,46678,[],()
73074,46137,19458,1,56.25 $,2025-10-05T12:50:56,NULL,56.25,56.25,56.25,2025-10-05 12:50:56.000,2025-10-05,2025,10,5,46137,[],()
71172,45094,19237,4,USD68.0,12-May-2025 12:11:02,,68.0,68.0,272.0,2025-05-12 12:11:02.000,2025-05-12,2025,5,12,45094,[],()
64598,47564,19191,2,USD27.50,"09/09/24,06:20:31 pm",,27.5,27.5,55.0,2024-09-09 18:20:31.000,2024-09-09,2024,9,9,47564,[],()
70881,45409,19152,1,EUR28.5,"09:40,11-Aug-2025","6207 Gil Wells, New Ottoville, ME 69653-6209",34.199999999999996,34.199999999999996,34.2,2025-08-11 09:40:00.000,2025-08-11,2025,8,11,45409,[],()
67892,45976,19232,1,31.99EUR,"12/25/24,01:12:33 pm",,38.388,38.388,38.39,2024-12-25 13:12:33.000,2024-12-25,2024,12,25,44971,[],()
68034,46667,19012,2,42.5$,2024-07-07;03:15:22,"Apt. 279 98511 Cronin Center, Reynafort, NV 66956",42.5,42.5,85.0,2024-07-07 03:15:22.000,2024-07-07,2024,7,7,46667,[],()
69319,44617,19345,1,USD 61.00,"2024-08-08,21:49:06",,61.0,61.0,61.0,2024-08-08 21:49:06.000,2024-08-08,2024,8,8,44617,[],()
67872,45903,18868,1,$25.75,"2024-11-19,10:19",NULL,25.75,25.75,25.75,2024-11-19 10:19:00.000,2024-11-19,2024,11,19,45903,[],()
67619,44944,19171,1,43.5 $,00:32 26-Dec-2024,,43.5,43.5,43.5,2024-12-26 00:32:00.000,2024-12-26,2024,12,26,44944,[],()
73472,46747,19421,1,23.0USD,20:49;29-October-2024,"Apt. 764 37440 Billie Station, North Liseview, PA 93331-5412",23.0,23.0,23.0,2024-10-29 20:49:00.000,2024-10-29,2024,10,29,46747,[],()
68798,44414,19011,1,55.75 $,20:14:27 2025-05-23,NULL,55.75,55.75,55.75,2025-05-23 20:14:27.000,2025-05-23,2025,5,23,44414,[],()
65776,47480,18859,2,51.5USD,"09:45,2024-04-03","8509 Cammy Cliffs, North Nellieton, RI 15636-6629",51.5,51.5,103.0,2024-04-03 09:45:00.000,2024-04-03,2024,4,3,47480,[],()
62861,47348,19233,1,69.75$,"04:38:40 P.M., 09/24/24",,69.75,69.75,69.75,2024-09-24 16:38:40.000,2024-09-24,2024,9,24,47348,[],()
69736,45480,19428,2,$43.99,"2025-03-31,11:24:07 pm",,43.99,43.99,87.98,2025-03-31 23:24:07.000,2025-03-31,2025,3,31,45480,[],()
70332,44989,19589,1,$ 54.75,2024-08-01T01:30:26,,54.75,54.75,54.75,2024-08-01 01:30:26.000,2024-08-01,2024,8,1,44989,[],()
64336,46537,19168,1,USD63.5,"2024-09-23,15:39:14",NULL,63.5,63.5,63.5,2024-09-23 15:39:14.000,2024-09-23,2024,9,23,44592,[],()
68264,45317,18960,1,34.5 USD,2024-12-24T06:21:47,NULL,34.5,34.5,34.5,2024-12-24 06:21:47.000,2024-12-24,2024,12,24,47534,[],()
66231,44697,19054,3,$ 46.,"16:56:04, 02/18/25",NULL,46.0,46.0,138.0,2025-02-18 16:56:04.000,2025-02-18,2025,2,18,44697,[],()
66931,44384,19159,1,$19.99,"2025-07-19, 11:41","6652 Larson Courts, Carlosmouth, MN 12932-3500",19.99,19.99,19.99,2025-07-19 11:41:00.000,2025-07-19,2025,7,19,44384,[],()
73535,45699,19419,1,53.25 $,"2024-11-18,21:46",NULL,53.25,53.25,53.25,2024-11-18 21:46:00.000,2024-11-18,2024,11,18,45699,[],()
66062,44867,18875,2,$45.75,"20:44:32,28-JUL-2024","Apt. 994 593 Hyatt Station, East Walter, CT 91789-8543",45.75,45.75,91.5,2024-07-28 20:44:32.000,2024-07-28,2024,7,28,44867,[],()
64340,45778,19447,1,€26¢99,2024-11-13;04:43:42 AM,,3238.7999999999997,3238.7999999999997,3238.8,2024-11-13 04:43:42.000,2024-11-13,2024,11,13,45778,[],()
72220,46054,19015,1,62.5 $,08:04:53 P.M. 27-Jun-2025,NULL,62.5,62.5,62.5,2025-06-27 20:04:53.000,2025-06-27,2025,6,27,46054,[],()
66819,45432,19562,1,USD51.5,2024-10-13T15:48:23,NULL,51.5,51.5,51.5,2024-10-13 15:48:23.000,2024-10-13,2024,10,13,45432,[],()
65627,46238,19524,1,EUR 45.50,"06:52:37,21-Jul-2024",,54.6,54.6,54.6,2024-07-21 06:52:37.000,2024-07-21,2024,7,21,46238,[],()
72663,45665,19238,1,EUR 18.25,2024-12-19;21:53:50,,21.9,21.9,21.9,2024-12-19 21:53:50.000,2024-12-19,2024,12,19,46459,[],()
65493,45427,19124,1,52.0$,"14:26:23,2024-12-28",,52.0,52.0,52.0,2024-12-28 14:26:23.000,2024-12-28,2024,12,28,45427,[],()
71608,47488,19444,1,45.75€,22:01;2025-06-14,NULL,54.9,54.9,54.9,2025-06-14 22:01:00.000,2025-06-14,2025,6,14,47488,[],()
70349,47110,18961,1,69$50¢, 3-November-2024;15:05,,6950.0,6950.0,6950.0,2024-11-03 15:05:00.000,2024-11-03,2024,11,3,47110,[],()
63750,46463,19305,1,€ 57.5,"11/17/24, 15:15",,69.0,69.0,69.0,2024-11-17 15:15:00.000,2024-11-17,2024,11,17,46463,[],()
67554,47617,19322,1,EUR 67.0,"27-Jan-2025, 06:21",,80.39999999999999,80.39999999999999,80.4,2025-01-27 06:21:00.000,2025-01-27,2025,1,27,47617,[],()
63899,46424,18982,1,57.0USD,07:15:52 AM;06/30/24,,57.0,57.0,57.0,2024-06-30 07:15:52.000,2024-06-30,2024,6,30,46424,[],()
66079,45136,19199,1,USD 15.0,"04/06/25,07:18:45 A.M.",,15.0,15.0,15.0,2025-04-06 07:18:45.000,2025-04-06,2025,4,6,45136,[],()
73226,45486,18956,1,€53¢50,10-AUG-2024 07:21,"47540 Elwood Ridge, Gradyport, AR 72615-0740",6420.0,6420.0,6420.0,2024-08-10 07:21:00.000,2024-08-10,2024,8,10,45486,[],()
67350,46877,18898,1,EUR 74.99,2024-08-04;22:22:25,"99087 Herman Place, Geneviveside, NH 66990",89.98799999999999,89.98799999999999,89.99,2024-08-04 22:22:25.000,2024-08-04,2024,8,4,46877,[],()
70252,47195,19199,1,€17¢25,14:37 09/09/24,NULL,2070.0,2070.0,2070.0,2024-09-09 14:37:00.000,2024-09-09,2024,9,9,47195,[],()
68435,44877,19538,1,€ 54.50,"2024-07-01, 13:28:08",,65.39999999999999,65.39999999999999,65.4,2024-07-01 13:28:08.000,2024-07-01,2024,7,1,44877,[],()
65434,46885,19527,1,73.99 $,2024-05-01T19:23:44.305,"Suite 707 59997 Friesen Mews, New Stanfordton, AK 89574-4868",73.99,73.99,73.99,2024-05-01 19:23:44.305,2024-05-01,2024,5,1,46885,[],()
68666,44703,19568,1,45.00 $,2024-08-20;01:03:14 pm,"Apt. 575 40000 Leone Springs, North Sidney, WI 54095",45.0,45.0,45.0,2024-08-20 13:03:14.000,2024-08-20,2024,8,20,44703,[],()
72708,44346,19259,1,61.00USD,"03:07, 04/25/25",,61.0,61.0,61.0,2025-04-25 03:07:00.000,2025-04-25,2025,4,25,44346,[],()
63063,44661,18846,5,23.25 USD,Thu Mar 28 13:47:42 2024,,23.25,23.25,116.25,2024-03-28 13:47:42.000,2024-03-28,2024,3,28,47317,[],()
67636,44685,18856,2,46.99 €,23:03:55; 9-Jul-2025,,56.388,56.388,112.78,2025-07-09 23:03:55.000,2025-07-09,2025,7,9,44685,[],()
67681,45101,18983,3,35.00$,23:54 12/22/24,,35.0,35.0,105.0,2024-12-22 23:54:00.000,2024-12-22,2024,12,22,45101,[],()
67983,46893,19018,1,16.99€,"21-March-2024, 10:08",,20.387999999999998,20.387999999999998,20.39,2024-03-21 10:08:00.000,2024-03-21,2024,3,21,46893,[],()
64287,45450,19523,1,$ 33.50,23.08.2024 14:24:24,,33.5,33.5,33.5,2024-08-23 14:24:24.000,2024-08-23,2024,8,23,45450,[],()
